;Restaurant;Avis;type_cuisine;fourchette_prix;link;type_cuisine_1;type_cuisine_2;restaurants;note;localisation;lat;lon
0;Annonce de :;349 avis;Japonaise, Asiatique;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d6581788-Reviews-Un_Soir_a_Shibuya-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Japonaise; Asiatique;Annonce de :;4.5;[44.8412142, -0.5726546];44.8412142;-0.5726546
1;1. Son' Restaurant;756 avis;Française, Européenne;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d16695637-Reviews-Son_Restaurant-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;1. Son' Restaurant;5.0;[44.8345845, -0.5753745];44.8345845;-0.5753745
2;2. BLISSS;1 503 avis;Française, Moderne;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g207338-d10150117-Reviews-BLISSS-Merignac_Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Moderne;2. BLISSS;5.0;[44.8568622, -0.6583235];44.8568622;-0.6583235
3;3. Restaurant Epicentre;90 avis;Française, Saine;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d9581540-Reviews-Restaurant_Epicentre-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Saine;3. Restaurant Epicentre;5.0;[44.8414065, -0.5736823];44.8414065;-0.5736823
4;4. Restaurant Arcada Bordeaux;406 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d17393615-Reviews-Arcada-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;4. Restaurant Arcada Bordeaux;5.0;[44.8376112, -0.5690493];44.8376112;-0.5690493
5;5. Restaurant Loco By Jem’s Bordeaux;288 avis;Française, Brasserie gastronomique;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d15198718-Reviews-Loco_By_Jem_s-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Brasserie gastronomique;5. Restaurant Loco By Jem’s Bordeaux;5.0;[44.8316881, -0.5977827];44.8316881;-0.5977827
6;6. Restaurant La Fine Bouche Bordeaux;145 avis;Française, Saine;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d21010016-Reviews-La_Fine_Bouche-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Saine;6. Restaurant La Fine Bouche Bordeaux;5.0;[44.8361157, -0.5769525];44.8361157;-0.5769525
7;7. Suzzi;283 avis;Saine, Suédoise;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d17451727-Reviews-Suzzi-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Saine; Suédoise;7. Suzzi;5.0;[44.8386126, -0.5769637];44.8386126;-0.5769637
8;9. Restaurant Le Chicoula Bordeaux;440 avis;Française, Saine;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d14048571-Reviews-Le_Chicoula-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Saine;9. Restaurant Le Chicoula Bordeaux;5.0;[44.8348514, -0.5768052];44.8348514;-0.5768052
9;10. Le 428;160 avis;Française, Européenne;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d13220792-Reviews-Le_428-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;10. Le 428;5.0;[44.8352404, -0.5783466];44.8352404;-0.5783466
10;11. Lume;511 avis;Italienne, Méditerranéenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d8605957-Reviews-Lume-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Italienne; Méditerranéenne;11. Lume;5.0;[44.8407175, -0.5704577];44.8407175;-0.5704577
11;13. Tupaq;137 avis;Péruvienne, Latino;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d19454717-Reviews-Tupaq-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Péruvienne; Latino;13. Tupaq;5.0;[44.835641, -0.5720267];44.835641;-0.5720267
12;14. Porte Quinze;267 avis;Française;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d13149369-Reviews-Porte_Quinze-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française;;14. Porte Quinze;5.0;[44.8400346, -0.569659];44.8400346;-0.569659
13;15. Restaurant Le Petit Atelier des Faures Bordeaux;371 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d12516577-Reviews-Le_Petit_Atelier_des_Faures-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;15. Restaurant Le Petit Atelier des Faures Bordeaux;5.0;[44.8349868, -0.5667034];44.8349868;-0.5667034
14;16. Restaurant Soléna Bordeaux;416 avis;Française;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d2051513-Reviews-Solena-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française;;16. Restaurant Soléna Bordeaux;5.0;[44.8404816, -0.5903458];44.8404816;-0.5903458
15;17. Pizzeria Filippo;268 avis;Italienne, Française;€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d12964833-Reviews-Pizzeria_Filippo-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Italienne; Française;17. Pizzeria Filippo;5.0;[44.8329841, -0.5632188];44.8329841;-0.5632188
16;18. Restaurant Melodie Bordeaux;2 977 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d1325436-Reviews-Restaurant_Melodie-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;18. Restaurant Melodie Bordeaux;4.5;[44.840599, -0.5704046];44.840599;-0.5704046
17;19. Chai Les Copains;750 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d7131911-Reviews-Chai_Les_Copains-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;19. Chai Les Copains;4.5;[44.8568355, -0.5617765];44.8568355;-0.5617765
18;20. Le Bistrot des Anges Bordeaux;652 avis;Bar, Française;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d1063780-Reviews-Le_Bistrot_des_Anges-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Bar; Française;20. Le Bistrot des Anges Bordeaux;4.5;[44.8526193, -0.5725226];44.8526193;-0.5725226
19;21. ANETO Bistrot;210 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d4060311-Reviews-ANETO_Bistrot-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;21. ANETO Bistrot;4.5;[44.8402071, -0.5852021];44.8402071;-0.5852021
20;22. Restaurant Influences Bordeaux;536 avis;Française, Européenne;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d10373406-Reviews-Restaurant_Influences-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;22. Restaurant Influences Bordeaux;5.0;[44.8407096, -0.5822631];44.8407096;-0.5822631
21;23. O p'tit bahut Bordeaux;700 avis;Française, Bar à vins;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d10500850-Reviews-O_p_tit_bahut_Bordeaux-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Bar à vins;23. O p'tit bahut Bordeaux;5.0;[44.8393219, -0.5705611];44.8393219;-0.5705611
22;24. Bistro Réno Bordeaux;688 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d10222614-Reviews-Bistro_Reno_Bordeaux-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;24. Bistro Réno Bordeaux;4.5;[44.8403731, -0.571649];44.8403731;-0.571649
23;25. Le Metropolitain;256 avis;Française, Bar à vins;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d10874743-Reviews-Le_Metropolitain-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Bar à vins;25. Le Metropolitain;5.0;[44.8378292, -0.5711956];44.8378292;-0.5711956
24;26. Crêperie Brestoise Gourmands Bordeaux;539 avis;Française, Européenne;€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d8274985-Reviews-Creperie_Gourmands-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;26. Crêperie Brestoise Gourmands Bordeaux;4.5;[44.8355096, -0.5733448];44.8355096;-0.5733448
25;27. La P'tite Brasserie Bordeaux;1 566 avis;Française, Saine;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d8298035-Reviews-La_P_tite_Brasserie-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Saine;27. La P'tite Brasserie Bordeaux;4.5;[44.8395421, -0.5872057];44.8395421;-0.5872057
26;30. Le loup;189 avis;Internationale, Diner;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d1479099-Reviews-Le_Loup-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Internationale; Diner;30. Le loup;4.5;[44.8379076, -0.5745346];44.8379076;-0.5745346
27;31. Restaurant Le Clandestin Bordeaux;149 avis;Française, Saine;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d13438598-Reviews-Le_Clandestin-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Saine;31. Restaurant Le Clandestin Bordeaux;5.0;[44.8313382, -0.5668879];44.8313382;-0.5668879
28;32. Restaurant Tante Charlotte Bordeaux;1 124 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d2641933-Reviews-Tante_Charlotte-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;32. Restaurant Tante Charlotte Bordeaux;4.5;[44.8395448, -0.570592];44.8395448;-0.570592
29;33. Restaurant Mets Mots Bordeaux;153 avis;Française, Européenne;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d13398676-Reviews-Mets_Mots_Restaurant-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;33. Restaurant Mets Mots Bordeaux;4.5;[44.8483771, -0.5826384];44.8483771;-0.5826384
30;34. Les Cancres;202 avis;Pizza, Italienne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d14200181-Reviews-Pizzas_Les_Cancres-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Pizza; Italienne;34. Les Cancres;5.0;[44.8503199, -0.5824994];44.8503199;-0.5824994
31;35. Restaurant Petit Mignon Bordeaux;1 336 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d4096472-Reviews-Petit_Mignon-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;35. Restaurant Petit Mignon Bordeaux;4.5;[44.8413598, -0.5722481];44.8413598;-0.5722481
32;36. Restaurant Le Clos d'Augusta Bordeaux;338 avis;Française;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d3486250-Reviews-Le_Clos_D_Augusta-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française;;36. Restaurant Le Clos d'Augusta Bordeaux;4.5;[44.8367521, -0.5973382];44.8367521;-0.5973382
33;37. L'Originel;180 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d12967832-Reviews-L_Originel-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;37. L'Originel;4.5;[44.8380063, -0.5731577];44.8380063;-0.5731577
34;38. Restaurant Le Comptoir des Saveurs Bordeaux;283 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d12859349-Reviews-Le_Comptoir_des_Saveurs-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;38. Restaurant Le Comptoir des Saveurs Bordeaux;4.5;[44.8416173, -0.5837666];44.8416173;-0.5837666
35;40. Restaurant Lauza Bordeaux;293 avis;Française, Moderne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d13815286-Reviews-Lauza-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Moderne;40. Restaurant Lauza Bordeaux;4.5;[44.8362756, -0.5761818];44.8362756;-0.5761818
36;41. Restaurant Pita Pita Bordeaux;203 avis;Grecque, Méditerranéenne;€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d12862747-Reviews-Pita_Pita-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Grecque; Méditerranéenne;41. Restaurant Pita Pita Bordeaux;4.5;[44.8405425, -0.5704207];44.8405425;-0.5704207
37;42. Bocce;208 avis;Italienne, Pizza;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d12173488-Reviews-Bocce-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Italienne; Pizza;42. Bocce;4.5;[44.836507, -0.5702439];44.836507;-0.5702439
38;43. Capperi- Pizzeria Pedagogique;548 avis;Italienne, Pizza;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d7742157-Reviews-Capperi_Pizzeria_Pedagogique-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Italienne; Pizza;43. Capperi- Pizzeria Pedagogique;4.5;[44.8398772, -0.569592];44.8398772;-0.569592
39;45. Restaurant Cru;132 avis;Européenne, Saine;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d15024008-Reviews-Cru-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Européenne; Saine;45. Restaurant Cru;5.0;[44.8386877, -0.5707335];44.8386877;-0.5707335
40;46. Café Brunch La Collation Bordeaux;247 avis;Française, Américaine;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d15148174-Reviews-La_Collation-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Américaine;46. Café Brunch La Collation Bordeaux;4.5;[44.8355154, -0.5718744];44.8355154;-0.5718744
41;47. Restaurant Ma Maison;374 avis;Française, Européenne;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d4584731-Reviews-Restaurant_Ma_Maison-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;47. Restaurant Ma Maison;4.5;[44.834646, -0.7685199];44.834646;-0.7685199
42;49. Antojo de Iberico;222 avis;Espagnole, Bar à vins;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g1025628-d7395755-Reviews-Antojo_de_Iberico-Villenave_D_ornon_Bordeaux_Gironde_Nouvelle_Aquitaine.html;Espagnole; Bar à vins;49. Antojo de Iberico;4.5;[44.7708918, -0.5414696];44.7708918;-0.5414696
43;50. Restaurant Cromagnon Bordeaux;231 avis;Française, Moderne;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d13190040-Reviews-Cromagnon-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Moderne;50. Restaurant Cromagnon Bordeaux;4.5;[44.843335999999994, -0.5813474499999995];44.843335999999994;-0.5813474499999995
44;52. Crème;302 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d10195205-Reviews-Creme-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;52. Crème;4.5;[44.8404292, -0.5715938];44.8404292;-0.5715938
45;53. Les Doux Secrets d'Hélène;152 avis;Française, Européenne;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d11953261-Reviews-Les_Doux_Secrets_d_Helene-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;53. Les Doux Secrets d'Hélène;4.5;[44.8362331, -0.5692891];44.8362331;-0.5692891
46;54. Restaurant L'Encoche Bordeaux;448 avis;Japonaise, Barbecue/Grillades;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d3294588-Reviews-L_encoche_yakiniku-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Japonaise; Barbecue/Grillades;54. Restaurant L'Encoche Bordeaux;4.5;[44.8398815, -0.5710667];44.8398815;-0.5710667
47;55. Saveurs d'Aquitaine;239 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d6946221-Reviews-Saveurs_d_Aquitaine-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;55. Saveurs d'Aquitaine;4.5;[44.8461592, -0.5754912];44.8461592;-0.5754912
48;57. Restaurant Chinois Wok Way Bordeaux;322 avis;Chinoise, Asiatique;€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d3541930-Reviews-Wok_Way-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Chinoise; Asiatique;57. Restaurant Chinois Wok Way Bordeaux;4.5;[44.8346493, -0.5753357];44.8346493;-0.5753357
49;58. Restaurant Berthus Bordeaux;916 avis;Française, Saine;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d16868749-Reviews-Berthus-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Saine;58. Restaurant Berthus Bordeaux;4.5;[44.839287, -0.5706683];44.839287;-0.5706683
50;59. Restaurant Anh Kha Bordeaux;218 avis;Asiatique, Fusion;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d10437271-Reviews-Nha_Kha_Saint_Sernin-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Asiatique; Fusion;59. Restaurant Anh Kha Bordeaux;4.5;[44.8410794, -0.5824227];44.8410794;-0.5824227
51;60. Hutong Restaurant;195 avis;Asiatique;€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d9818986-Reviews-Hutong_Restaurant-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Asiatique;;60. Hutong Restaurant;4.5;[44.829459, -0.5865049];44.829459;-0.5865049
52;61. Nora;134 avis;Asiatique, Thaï;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d17574242-Reviews-Nora-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Asiatique; Thaï;61. Nora;5.0;[44.8384099, -0.5685007];44.8384099;-0.5685007
53;63. Restaurant La Tanière Bordeaux;366 avis;Française, Bar;€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d4675529-Reviews-La_Taniere-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Bar;63. Restaurant La Tanière Bordeaux;4.5;[44.8378412, -0.567306];44.8378412;-0.567306
54;64. Le Mirabelle;286 avis;Française, Bar;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d13168442-Reviews-Le_Mirabelle_Brasserie-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Bar;64. Le Mirabelle;4.5;[44.85503, -0.5775027];44.85503;-0.5775027
55;65. Restaurant Le Troquet Bordeaux;459 avis;Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d11434975-Reviews-Le_Troquet-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Européenne;;65. Restaurant Le Troquet Bordeaux;4.5;[44.8408928, -0.5714483];44.8408928;-0.5714483
56;67. Restaurant Akashi;331 avis;Française, Européenne;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d3664882-Reviews-Restaurant_Akashi-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;67. Restaurant Akashi;4.5;[44.8379841, -0.573517];44.8379841;-0.573517
57;68. Voilà Bar à Vins du Monde Bordeaux;259 avis;NaN;NaN;https://www.tripadvisor.fr/Restaurant_Review-g187079-d9813831-Reviews-Voila_Bar_a_vins_du_monde-Bordeaux_Gironde_Nouvelle_Aquitaine.html;NaN;;68. Voilà Bar à Vins du Monde Bordeaux;4.5;[44.8403953, -0.5717162];44.8403953;-0.5717162
58;70. Restaurant Loulou;653 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d12310044-Reviews-Restaurant_Loulou-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;70. Restaurant Loulou;4.5;[44.8395961, -0.5699705];44.8395961;-0.5699705
59;71. Restaurant Ô sens 60 Bordeaux Bègles;224 avis;Brasserie gastronomique;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g226847-d7144183-Reviews-O_Sens_60-Begles_Bordeaux_Gironde_Nouvelle_Aquitaine.html;Brasserie gastronomique;;71. Restaurant Ô sens 60 Bordeaux Bègles;4.5;[44.8153388, -0.5383334];44.8153388;-0.5383334
60;72. Restaurant Nomad Bordeaux;100 avis;Italienne, Méditerranéenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d20214452-Reviews-Nomad-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Italienne; Méditerranéenne;72. Restaurant Nomad Bordeaux;5.0;[44.8373451, -0.5712001];44.8373451;-0.5712001
61;74. Restaurant TentaziOni Bordeaux;397 avis;€€ - €€€;NaN;https://www.tripadvisor.fr/Restaurant_Review-g187079-d6427976-Reviews-TentaziOni-Bordeaux_Gironde_Nouvelle_Aquitaine.html;€€ - €€€;;74. Restaurant TentaziOni Bordeaux;4.5;[44.8435458, -0.5816504];44.8435458;-0.5816504
62;75. L'Oiseau bleu;578 avis;Française;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d897127-Reviews-L_Oiseau_bleu-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française;;75. L'Oiseau bleu;4.5;[44.8443274, -0.5528231];44.8443274;-0.5528231
63;76. Le Bouchon Bordelais;978 avis;Française;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d2175050-Reviews-Le_Bouchon_Bordelais-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française;;76. Le Bouchon Bordelais;4.5;[44.8418548, -0.5729829];44.8418548;-0.5729829
64;78. Le Wine Bar;878 avis;Italienne, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d1838773-Reviews-Le_Wine_Bar-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Italienne; Européenne;78. Le Wine Bar;4.5;[44.8390913, -0.5707483];44.8390913;-0.5707483
65;79. Bar Tapas Calabash Bordeaux;325 avis;Bar, Caraïbes;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d7732141-Reviews-Calabash-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Bar; Caraïbes;79. Bar Tapas Calabash Bordeaux;4.5;[44.8269414, -0.5705189];44.8269414;-0.5705189
66;80. Restaurant Le Davoli Bordeaux;763 avis;Française, Européenne;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d3668532-Reviews-Le_Davoli-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;80. Restaurant Le Davoli Bordeaux;4.5;[44.8393555, -0.5706494];44.8393555;-0.5706494
67;81. Restaurant Le Pavillon des Boulevards Bordeaux;710 avis;Française, Européenne;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d1215424-Reviews-Le_Pavillon_des_Boulevards-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;81. Restaurant Le Pavillon des Boulevards Bordeaux;4.5;[44.8532558, -0.5927529];44.8532558;-0.5927529
68;82. The Breakfast Club Bordeaux;392 avis;Britannique, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d3508952-Reviews-The_Breakfast_Club-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Britannique; Européenne;82. The Breakfast Club Bordeaux;4.5;[44.8370124, -0.5730317];44.8370124;-0.5730317
69;83. L'Exquis;244 avis;Européenne, Française;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d7795784-Reviews-L_Exquis-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Européenne; Française;83. L'Exquis;4.5;[44.8355237, -0.5717167];44.8355237;-0.5717167
70;84. Bistrot de France Pessac;677 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g196515-d3802921-Reviews-Bistrot_de_France-Pessac_Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;84. Bistrot de France Pessac;4.5;[44.7938938, -0.6653861];44.7938938;-0.6653861
71;86. Restaurant Le Plana;643 avis;Fruits de mer & Poisson, Française;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d2270302-Reviews-Restaurant_Le_Plana-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Fruits de mer & Poisson; Française;86. Restaurant Le Plana;4.5;[44.8307617, -0.573505];44.8307617;-0.573505
72;87. Restaurant C'YUSHA Bordeaux;380 avis;Française, Européenne;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d1818345-Reviews-C_Yusha-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;87. Restaurant C'YUSHA Bordeaux;4.5;[44.8382922, -0.5683934];44.8382922;-0.5683934
73;88. Restaurant L'épicurieux Bordeaux;411 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d8410205-Reviews-L_epicurieux-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;88. Restaurant L'épicurieux Bordeaux;4.5;[44.8323883, -0.5718446];44.8323883;-0.5718446
74;89. Restaurant Le K Baroque Bordeaux;881 avis;Française, Européenne;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d774824-Reviews-Le_K_Baroque-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;89. Restaurant Le K Baroque Bordeaux;4.5;[44.8488445, -0.5708351];44.8488445;-0.5708351
75;91. Restaurant Bar Chai Maestro Bordeaux;65 avis;Française, Espagnole;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d21034154-Reviews-Chai_Maestro-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Espagnole;91. Restaurant Bar Chai Maestro Bordeaux;5.0;[44.8319922, -0.5877328];44.8319922;-0.5877328
76;92. Restaurant le Cohé Pessac;826 avis;Française, Européenne;€€€€;https://www.tripadvisor.fr/Restaurant_Review-g196515-d1335324-Reviews-Restaurant_le_Cohe-Pessac_Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Européenne;92. Restaurant le Cohé Pessac;4.5;[44.8065024, -0.6316273];44.8065024;-0.6316273
77;93. Restaurant Pastel Bordeaux;391 avis;Française;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d10152684-Reviews-Pastel-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française;;93. Restaurant Pastel Bordeaux;4.5;[44.8489303, -0.5708258];44.8489303;-0.5708258
78;94. Restaurant Dragon Doré Bordeaux;675 avis;Asiatique, cambodgienne;€;https://www.tripadvisor.fr/Restaurant_Review-g187079-d3219221-Reviews-DRAGON_DORE-Bordeaux_Gironde_Nouvelle_Aquitaine.html;Asiatique; cambodgienne;94. Restaurant Dragon Doré Bordeaux;4.5;[44.8346563, -0.575493];44.8346563;-0.575493
79;95. Restaurant Le Comptoir de Bègles;167 avis;Française, Brasserie gastronomique;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g226847-d5797933-Reviews-Le_Comptoir_de_Begles-Begles_Bordeaux_Gironde_Nouvelle_Aquitaine.html;Française; Brasserie gastronomique;95. Restaurant Le Comptoir de Bègles;4.5;[44.8112089, -0.5492113];44.8112089;-0.5492113
80;97. Restaurant Binh Duong Bordeaux Pessac;591 avis;Chinoise, Asiatique;€€ - €€€;https://www.tripadvisor.fr/Restaurant_Review-g196515-d1335245-Reviews-Restaurant_Binh_Duong-Pessac_Bordeaux_Gironde_Nouvelle_Aquitaine.html;Chinoise; Asiatique;97. Restaurant Binh Duong Bordeaux Pessac;4.5;[44.7955886, -0.6680655];44.7955886;-0.6680655
